STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
31,161,Sheridan,Nebraska,5127,+42.704794,-102.404074
31,163,Sherman,Nebraska,2959,+41.228647,-098.968633
31,165,Sioux,Nebraska,1135,+42.408762,-103.833171
31,167,Stanton,Nebraska,5842,+41.985101,-097.255038
31,169,Thayer,Nebraska,5034,+40.178256,-097.628078
31,171,Thomas,Nebraska,669,+41.967138,-100.565595
31,173,Thurston,Nebraska,6773,+42.161934,-096.522459
31,175,Valley,Nebraska,4059,+41.573672,-098.948914
31,177,Washington,Nebraska,20865,+41.504682,-096.156611
31,179,Wayne,Nebraska,9697,+42.223628,-097.056303
31,181,Webster,Nebraska,3395,+40.195862,-098.486606
31,183,Wheeler,Nebraska,774,+41.885209,-098.545473
31,185,York,Nebraska,14125,+40.863485,-097.605023
32,001,Churchill,Nevada,25516,+39.474469,-118.796052
32,003,Clark,Nevada,2265461,+36.141141,-115.152976
32,005,Douglas,Nevada,49488,+38.957468,-119.756218
32,007,Elko,Nevada,53702,+40.856303,-115.534273
32,009,Esmeralda,Nevada,729,+37.704407,-117.670635
32,011,Eureka,Nevada,1855,+39.946993,-116.209128
32,013,Humboldt,Nevada,17285,+41.017558,-117.744296
32,015,Lander,Nevada,5734,+40.498460,-116.949528
32,017,Lincoln,Nevada,4499,+37.710093,-114.626444
32,019,Lyon,Nevada,59235,+39.355756,-119.327152
32,021,Mineral,Nevada,4554,+38.601613,-118.643399
32,023,Nye,Nevada,51591,+36.414296,-116.125667
32,027,Pershing,Nevada,6650,+40.334654,-118.294224
32,029,Storey,Nevada,4104,+39.389828,-119.622432
32,031,Washoe,Nevada,486492,+39.534488,-119.793527
32,033,White Pine,Nevada,9080,+39.278317,-114.875458
32,510,Carson City,Nevada,58639,+39.166096,-119.754080
33,001,Belknap,New Hampshire,63705,+43.518179,-071.439516
33,003,Carroll,New Hampshire,50107,+43.810093,-071.170079
33,005,Cheshire,New Hampshire,76458,+42.897949,-072.260597
33,007,Coos,New Hampshire,31268,+44.544534,-071.363600
33,009,Grafton,New Hampshire,91118,+43.837440,-071.957176
33,011,Hillsborough,New Hampshire,422937,+42.879412,-071.531546
33,013,Merrimack,New Hampshire,153808,+43.244048,-071.586768
33,015,Rockingham,New Hampshire,314176,+42.937487,-071.105861
33,017,Strafford,New Hampshire,130889,+43.246137,-070.954351
33,019,Sullivan,New Hampshire,43063,+43.370229,-072.256473
34,001,Atlantic,New Jersey,274534,+39.428157,-074.584723
34,003,Bergen,New Jersey,955732,+40.916918,-074.056816
34,005,Burlington,New Jersey,461860,+39.983738,-074.836627
34,007,Camden,New Jersey,523485,+39.863128,-075.026364
34,009,Cape May,New Jersey,95263,+39.096879,-074.806953
34,011,Cumberland,New Jersey,154152,+39.431713,-075.089600
34,013,Essex,New Jersey,863728,+40.767919,-074.216055
34,015,Gloucester,New Jersey,302294,+39.748752,-075.130305
34,017,Hudson,New Jersey,724854,+40.741644,-074.061448
34,019,Hunterdon,New Jersey,128947,+40.572604,-074.895969
34,021,Mercer,New Jersey,387340,+40.255387,-074.699450
34,023,Middlesex,New Jersey,863162,+40.484409,-074.388583
34,025,Monmouth,New Jersey,643615,+40.291180,-074.148590
34,027,Morris,New Jersey,509285,+40.859148,-074.500310
34,029,Ocean,New Jersey,637229,+39.978586,-074.215904
34,031,Passaic,New Jersey,524118,+40.923998,-074.189868
34,033,Salem,New Jersey,64837,+39.627242,-075.378171
34,035,Somerset,New Jersey,345361,+40.559937,-074.578391
34,037,Sussex,New Jersey,144221,+41.090477,-074.655456
34,039,Union,New Jersey,575345,+40.659355,-074.293688
34,041,Warren,New Jersey,109632,+40.794655,-075.014893
35,001,Bernalillo,New Mexico,676444,+35.109462,-106.617779
35,003,Catron,New Mexico,3579,+33.958709,-108.531494
35,005,Chaves,New Mexico,65157,+33.365668,-104.514733
35,006,Cibola,New Mexico,27172,+35.107009,-107.818849
35,007,Colfax,New Mexico,12387,+36.698075,-104.656615
35,009,Curry,New Mexico,48430,+34.421082,-103.213229
35,011,De Baca,New Mexico,1698,+34.460693,-104.247994
35,013,Doña Ana,New Mexico,219561,+32.248370,-106.728836
35,015,Eddy,New Mexico,62314,+32.538156,-104.288595
35,017,Grant,New Mexico,28185,+32.781053,-108.243210
35,019,Guadalupe,New Mexico,4452,+34.932588,-104.764455
35,021,Harding,New Mexico,657,+35.853043,-103.978557
35,023,Hidalgo,New Mexico,4178,+32.286524,-108.771223
35,025,Lea,New Mexico,74455,+32.751720,-103.190527
35,027,Lincoln,New Mexico,20269,+33.419573,-105.631108
35,028,Los Alamos,New Mexico,19419,+35.869176,-106.272314
35,029,Luna,New Mexico,25427,+32.223031,-107.741875
35,031,McKinley,New Mexico,72902,+35.513228,-108.634281
35,033,Mora,New Mexico,4189,+36.004180,-105.237070
35,035,Otero,New Mexico,67839,+32.778517,-106.000317
35,037,Quay,New Mexico,8746,+35.178327,-103.662364
35,039,Rio Arriba,New Mexico,40363,+36.203984,-106.205155
35,041,Roosevelt,New Mexico,19191,+34.168551,-103.347539
35,043,Sandoval,New Mexico,148834,+35.319674,-106.649224
35,045,San Juan,New Mexico,121661,+36.723982,-108.220154
35,047,San Miguel,New Mexico,27201,+35.576344,-105.307874
35,049,Santa Fe,New Mexico,154823,+35.632632,-106.004765
35,051,Sierra,New Mexico,11576,+33.106952,-107.281723
35,053,Socorro,New Mexico,16595,+34.154884,-106.960356
35,055,Taos,New Mexico,34489,+36.435099,-105.607910
35,057,Torrance,New Mexico,15045,+34.870562,-106.102700
35,059,Union,New Mexico,4079,+36.468186,-103.265891
35,061,Valencia,New Mexico,76205,+34.755709,-106.722815
36,001,Albany,New York,314848,+42.680589,-073.811637
36,003,Allegany,New York,46456,+42.228676,-078.020786
36,005,Bronx,New York,1472654,+40.849395,-073.882271
36,007,Broome,New York,198683,+42.120758,-075.936264
36,009,Cattaraugus,New York,77042,+42.223696,-078.608393
36,011,Cayuga,New York,76248,+42.938915,-076.560652
36,013,Chautauqua,New York,127657,+42.245031,-079.314802
36,015,Chemung,New York,84148,+42.120553,-076.813813
36,017,Chenango,New York,47220,+42.480979,-075.568857
36,019,Clinton,New York,79843,+44.729940,-073.542837
36,021,Columbia,New York,61570,+42.274439,-073.680411
36,023,Cortland,New York,46809,+42.595471,-076.146202
36,025,Delaware,New York,44308,+42.248721,-074.996335
36,027,Dutchess,New York,295911,+41.678068,-073.841540
36,029,Erie,New York,954236,+42.891147,-078.792727
36,031,Essex,New York,37381,+44.168428,-073.676357
36,033,Franklin,New York,47555,+44.717734,-074.351416
36,035,Fulton,New York,53324,+43.058597,-074.329857
36,037,Genesee,New York,58388,+42.998899,-078.171041
36,039,Greene,New York,47931,+42.298257,-073.978824
36,041,Hamilton,New York,5107,+43.612735,-074.385492
36,043,Herkimer,New York,60139,+43.071299,-074.994925
36,045,Jefferson,New York,116721,+44.019862,-075.895040
36,047,Kings,New York,2736074,+40.651666,-073.954985
36,049,Lewis,New York,26582,+43.788692,-075.449227
36,051,Livingston,New York,61834,+42.769037,-077.762787
36,053,Madison,New York,68016,+42.986860,-075.719961
36,055,Monroe,New York,759443,+43.160725,-077.618985
36,057,Montgomery,New York,49532,+42.932710,-074.344144
36,059,Nassau,New York,1395774,+40.716432,-073.603664
36,061,New York,New York,1694251,+40.776422,-073.967437
36,063,Niagara,New York,212666,+43.134406,-078.851139
36,065,Oneida,New York,232125,+43.146277,-075.355941
36,067,Onondaga,New York,476516,+43.067977,-076.167376
36,069,Ontario,New York,112458,+42.902312,-077.266946
36,071,Orange,New York,401310,+41.419570,-074.239375
36,073,Orleans,New York,40343,+43.249285,-078.224364
36,075,Oswego,New York,117525,+43.392222,-076.311790
36,077,Otsego,New York,58524,+42.564145,-075.060236
36,079,Putnam,New York,97668,+41.410932,-073.718558
36,081,Queens,New York,2405464,+40.721204,-073.834008
36,083,Rensselaer,New York,161130,+42.699563,-073.631993
36,085,Richmond,New York,495747,+40.589259,-074.136701
36,087,Rockland,New York,338329,+41.127445,-074.022140
36,089,St. Lawrence,New York,108505,+44.652827,-075.147873
36,091,Saratoga,New York,235509,+43.007918,-073.784353
36,093,Schenectady,New York,158061,+42.809147,-073.945253
36,095,Schoharie,New York,29714,+42.643980,-074.435708
36,097,Schuyler,New York,17898,+42.389251,-076.869139
36,099,Seneca,New York,33814,+42.828510,-076.827711
36,101,Steuben,New York,93584,+42.264824,-077.319680
36,103,Suffolk,New York,1525920,+40.823365,-073.103278
36,105,Sullivan,New York,78624,+41.698542,-074.698587
36,107,Tioga,New York,48455,+42.121424,-076.298893
36,109,Tompkins,New York,105740,+42.459082,-076.478989
36,111,Ulster,New York,181851,+41.841749,-074.098362
36,113,Warren,New York,65737,+43.392942,-073.711242
36,115,Washington,New York,61302,+43.289043,-073.460751
36,117,Wayne,New York,91283,+43.143635,-077.130245
36,119,Westchester,New York,1004457,+41.038581,-073.805470
36,121,Wyoming,New York,40531,+42.722711,-078.209554
36,123,Yates,New York,24774,+42.634707,-077.078135
37,001,Alamance,North Carolina,171415,+36.071544,-079.413154
37,003,Alexander,North Carolina,36444,+35.889332,-081.193451
37,005,Alleghany,North Carolina,10888,+36.497597,-081.106030
37,007,Anson,North Carolina,22055,+34.974145,-080.110797
37,009,Ashe,North Carolina,26577,+36.413630,-081.487979
37,011,Avery,North Carolina,17806,+36.076010,-081.939525
37,013,Beaufort,North Carolina,44652,+35.521622,-076.961773
37,015,Bertie,North Carolina,17934,+36.081687,-076.962721
37,017,Bladen,North Carolina,29606,+34.609170,-078.643311
37,019,Brunswick,North Carolina,136693,+34.041766,-078.216619
37,021,Buncombe,North Carolina,269452,+35.585308,-082.551811
37,023,Burke,North Carolina,87570,+35.731270,-081.641243
37,025,Cabarrus,North Carolina,225804,+35.395655,-080.621106
37,027,Caldwell,North Carolina,80652,+35.873003,-081.502542
37,029,Camden,North Carolina,10355,+36.369324,-076.197747
37,031,Carteret,North Carolina,67686,+34.744126,-076.818665
37,033,Caswell,North Carolina,22736,+36.399939,-079.361345
37,035,Catawba,North Carolina,160610,+35.695474,-081.245331
37,037,Chatham,North Carolina,76285,+35.756012,-079.208387
37,039,Cherokee,North Carolina,28774,+35.101433,-084.022596
37,041,Chowan,North Carolina,13708,+36.117035,-076.626616
37,043,Clay,North Carolina,11089,+35.036306,-083.805739
37,045,Cleveland,North Carolina,99519,+35.291366,-081.515786
37,047,Columbus,North Carolina,50623,+34.280555,-078.706901
37,049,Craven,North Carolina,100720,+35.069158,-077.041410
37,051,Cumberland,North Carolina,334728,+35.054571,-078.937283
37,053,Currituck,North Carolina,28100,+36.403222,-076.016801
37,055,Dare,North Carolina,36915,+35.920369,-075.676005
37,057,Davidson,North Carolina,168930,+35.857903,-080.200515
37,059,Davie,North Carolina,42712,+35.931411,-080.520370
37,061,Duplin,North Carolina,48715,+34.928450,-077.940295
37,063,Durham,North Carolina,324833,+35.986154,-078.901717
37,065,Edgecombe,North Carolina,48900,+35.902358,-077.656133
37,067,Forsyth,North Carolina,382590,+36.104617,-080.258522
37,069,Franklin,North Carolina,68573,+36.044193,-078.354026
37,071,Gaston,North Carolina,227943,+35.273689,-081.150823
37,073,Gates,North Carolina,10478,+36.464578,-076.706981
37,075,Graham,North Carolina,8030,+35.332126,-083.787137
37,077,Granville,North Carolina,60992,+36.216579,-078.649713
37,079,Greene,North Carolina,20451,+35.466704,-077.665166
37,081,Guilford,North Carolina,541299,+36.066734,-079.847354
37,083,Halifax,North Carolina,48622,+36.361430,-077.674080
37,085,Harnett,North Carolina,133568,+35.354081,-078.867419
37,087,Haywood,North Carolina,62089,+35.518934,-082.943122
37,089,Henderson,North Carolina,116281,+35.341636,-082.471646
37,091,Hertford,North Carolina,21552,+36.352235,-077.011325
37,093,Hoke,North Carolina,52082,+34.992582,-079.170107
37,095,Hyde,North Carolina,4589,+35.430458,-076.205134
37,097,Iredell,North Carolina,186693,+35.694772,-080.866837
37,099,Jackson,North Carolina,43109,+35.332904,-083.199035
37,101,Johnston,North Carolina,215999,+35.570579,-078.419098
37,103,Jones,North Carolina,9172,+35.030718,-077.354076
37,105,Lee,North Carolina,63285,+35.453843,-079.173582
37,107,Lenoir,North Carolina,55122,+35.260621,-077.633969
37,109,Lincoln,North Carolina,86810,+35.485544,-081.162521
37,111,McDowell,North Carolina,44578,+35.667381,-082.019915
37,113,Macon,North Carolina,37014,+35.156852,-083.377321
37,115,Madison,North Carolina,21193,+35.839031,-082.636142
37,117,Martin,North Carolina,22031,+35.830325,-077.097262
37,119,Mecklenburg,North Carolina,1115482,+35.225341,-080.819873
37,121,Mitchell,North Carolina,14903,+35.960065,-082.113979
37,123,Montgomery,North Carolina,25751,+35.340612,-079.892912
37,125,Moore,North Carolina,99727,+35.237770,-079.439212
37,127,Nash,North Carolina,94970,+35.945971,-077.925858
37,129,New Hanover,North Carolina,225702,+34.210212,-077.878389
37,131,Northampton,North Carolina,17471,+36.440740,-077.450044
37,133,Onslow,North Carolina,204576,+34.734255,-077.405266
37,135,Orange,North Carolina,148696,+35.980115,-079.082329
37,137,Pamlico,North Carolina,12276,+35.102112,-076.782234
37,139,Pasquotank,North Carolina,40568,+36.294076,-076.247331
37,141,Pender,North Carolina,60203,+34.453784,-077.806662
37,143,Perquimans,North Carolina,13005,+36.180608,-076.422879
37,145,Person,North Carolina,39097,+36.372010,-078.970440
37,147,Pitt,North Carolina,170243,+35.576487,-077.383372
37,149,Polk,North Carolina,19328,+35.258428,-082.176880
37,151,Randolph,North Carolina,144171,+35.766153,-079.829145
37,153,Richmond,North Carolina,42946,+34.942668,-079.735374
37,155,Robeson,North Carolina,116530,+34.677173,-079.091794
37,157,Rockingham,North Carolina,91096,+36.400320,-079.773426
37,159,Rowan,North Carolina,146875,+35.620923,-080.522841
37,161,Rutherford,North Carolina,64444,+35.350767,-081.897864
37,163,Sampson,North Carolina,59036,+35.036714,-078.397561
37,165,Scotland,North Carolina,34174,+34.785743,-079.473966
37,167,Stanly,North Carolina,62504,+35.320568,-080.251909
37,169,Stokes,North Carolina,44520,+36.349476,-080.275236
37,171,Surry,North Carolina,71359,+36.431129,-080.657197
37,173,Swain,North Carolina,14117,+35.437811,-083.411997
37,175,Transylvania,North Carolina,32986,+35.210116,-082.743077
37,177,Tyrrell,North Carolina,3245,+35.895302,-076.242529
37,179,Union,North Carolina,238267,+35.012490,-080.631967
37,181,Vance,North Carolina,42578,+36.332774,-078.402975
37,183,Wake,North Carolina,1129410,+35.795346,-078.679962
37,185,Warren,North Carolina,18642,+36.411300,-078.134476
37,187,Washington,North Carolina,11003,+35.863224,-076.651708
37,189,Watauga,North Carolina,54086,+36.218213,-081.686035
37,191,Wayne,North Carolina,117333,+35.372889,-077.986675
37,193,Wilkes,North Carolina,65969,+36.191877,-081.133714
37,195,Wilson,North Carolina,78784,+35.727699,-077.933790
37,197,Yadkin,North Carolina,37214,+36.164018,-080.673979
37,199,Yancey,North Carolina,18470,+35.910934,-082.294631
38,001,Adams,North Dakota,2200,+46.035876,-102.621818
38,003,Barnes,North Dakota,10853,+46.926891,-098.030382
38,005,Benson,North Dakota,5964,+48.022233,-099.148961
38,007,Billings,North Dakota,945,+47.003410,-103.306329
38,009,Bottineau,North Dakota,6379,+48.818996,-100.635057
38,011,Bowman,North Dakota,2993,+46.171010,-103.389737
38,013,Burke,North Dakota,2201,+48.760535,-102.539257
38,015,Burleigh,North Dakota,98458,+46.823125,-100.761269
38,017,Cass,North Dakota,184525,+46.853248,-096.866085
38,019,Cavalier,North Dakota,3704,+48.756287,-098.408736
38,021,Dickey,North Dakota,4999,+46.090319,-098.316828
38,023,Divide,North Dakota,2195,+48.873168,-103.340573
38,025,Dunn,North Dakota,4095,+47.337232,-102.638185
38,027,Eddy,North Dakota,2347,+47.705809,-099.056923
38,029,Emmons,North Dakota,3301,+46.266970,-100.221494
38,031,Foster,North Dakota,3397,+47.460553,-099.032312
38,033,Golden Valley,North Dakota,1736,+46.891037,-103.959283
38,035,Grand Forks,North Dakota,73170,+47.904107,-097.114067
38,037,Grant,North Dakota,2301,+46.393580,-101.709905
38,039,Griggs,North Dakota,2306,+47.451520,-098.184378
38,041,Hettinger,North Dakota,2489,+46.452752,-102.563748
38,043,Kidder,North Dakota,2394,+46.913782,-099.803211
38,045,LaMoure,North Dakota,4093,+46.405038,-098.531088
38,047,Logan,North Dakota,1876,+46.497157,-099.553732
38,049,McHenry,North Dakota,5345,+48.179669,-100.700743
38,051,McIntosh,North Dakota,2530,+46.146072,-099.492968
38,053,McKenzie,North Dakota,14704,+47.815379,-103.249949
38,055,McLean,North Dakota,9771,+47.524037,-101.227016
38,057,Mercer,North Dakota,8350,+47.300979,-101.712049
38,059,Morton,North Dakota,33291,+46.820840,-100.987436
38,061,Mountrail,North Dakota,9809,+48.134813,-102.385064
38,063,Nelson,North Dakota,3015,+47.914125,-098.211495
38,065,Oliver,North Dakota,1877,+47.120347,-101.307050
38,067,Pembina,North Dakota,6844,+48.786353,-097.583136
38,069,Pierce,North Dakota,3990,+48.327982,-099.985438
38,071,Ramsey,North Dakota,11605,+48.129972,-098.834617
38,073,Ransom,North Dakota,5703,+46.473332,-097.654107
38,075,Renville,North Dakota,2282,+48.712230,-101.513019
38,077,Richland,North Dakota,16529,+46.265439,-096.765080
38,079,Rolette,North Dakota,12187,+48.837585,-099.815657
38,081,Sargent,North Dakota,3862,+46.166223,-097.587859
38,083,Sheridan,North Dakota,1265,+47.581765,-100.333635
38,085,Sioux,North Dakota,3898,+46.166774,-100.727458
38,087,Slope,North Dakota,706,+46.418394,-103.416249
38,089,Stark,North Dakota,33646,+46.883324,-102.784958
38,091,Steele,North Dakota,1798,+47.459852,-097.750480
38,093,Stutsman,North Dakota,21593,+46.917429,-098.739480
38,095,Towner,North Dakota,2162,+48.575593,-099.232995
38,097,Traill,North Dakota,7997,+47.489414,-097.221419
38,099,Walsh,North Dakota,10563,+48.392384,-097.556150
38,101,Ward,North Dakota,69919,+48.251003,-101.324255
38,103,Wells,North Dakota,3982,+47.673531,-099.776162
38,105,Williams,North Dakota,40950,+48.198161,-103.581969
39,001,Adams,Ohio,27477,+38.851155,-083.519185
39,003,Allen,Ohio,102206,+40.757218,-084.123687
39,005,Ashland,Ohio,52447,+40.854406,-082.284305
39,007,Ashtabula,Ohio,97574,+41.792138,-080.769023
39,009,Athens,Ohio,62431,+39.342729,-082.099580
39,011,Auglaize,Ohio,46422,+40.543994,-084.272520
39,013,Belmont,Ohio,66497,+40.042452,-080.892944
39,015,Brown,Ohio,43676,+38.952078,-083.892764
39,017,Butler,Ohio,390357,+39.410630,-084.498421
39,019,Carroll,Ohio,26721,+40.608768,-081.114233
39,021,Champaign,Ohio,38714,+40.121157,-083.756495
39,023,Clark,Ohio,136001,+39.927551,-083.831720
39,025,Clermont,Ohio,208601,+39.104936,-084.213831
39,027,Clinton,Ohio,42018,+39.411451,-083.842980
39,029,Columbiana,Ohio,101877,+40.780285,-080.730613
39,031,Coshocton,Ohio,36612,+40.291486,-081.863132
39,033,Crawford,Ohio,42025,+40.796314,-082.873456
39,035,Cuyahoga,Ohio,1264817,+41.448408,-081.677451
39,037,Darke,Ohio,51881,+40.116114,-084.606299
39,039,Defiance,Ohio,38286,+41.294760,-084.448702
39,041,Delaware,Ohio,214124,+40.213434,-083.012316
39,043,Erie,Ohio,75622,+41.405340,-082.627290
39,045,Fairfield,Ohio,158921,+39.799356,-082.672891
39,047,Fayette,Ohio,28951,+39.548507,-083.443856
39,049,Franklin,Ohio,1323807,+40.001224,-082.992171
39,051,Fulton,Ohio,42713,+41.578130,-084.095238
39,053,Gallia,Ohio,29220,+38.831790,-082.275222
39,055,Geauga,Ohio,95397,+41.487507,-081.223418
39,057,Greene,Ohio,167966,+39.725798,-083.997172
39,059,Guernsey,Ohio,38438,+40.017747,-081.541964
39,061,Hamilton,Ohio,830639,+39.181054,-084.509096
39,063,Hancock,Ohio,74920,+41.038819,-083.642078
39,065,Hardin,Ohio,30696,+40.687272,-083.673001
39,067,Harrison,Ohio,14483,+40.308308,-081.052878
39,069,Henry,Ohio,27662,+41.360177,-084.078123
39,071,Highland,Ohio,43317,+39.219120,-083.582063
39,073,Hocking,Ohio,28050,+39.524899,-082.449693
39,075,Holmes,Ohio,44223,+40.568212,-081.869548
39,077,Huron,Ohio,58565,+41.176384,-082.613754
39,079,Jackson,Ohio,32653,+39.035842,-082.610925
39,081,Jefferson,Ohio,65249,+40.365484,-080.692361
39,083,Knox,Ohio,62721,+40.400283,-082.454323
39,085,Lake,Ohio,232603,+41.685007,-081.319872
39,087,Lawrence,Ohio,58240,+38.501390,-082.538753
39,089,Licking,Ohio,178519,+40.051058,-082.521590
39,091,Logan,Ohio,46150,+40.382633,-083.776776
39,093,Lorain,Ohio,312964,+41.391668,-082.110224
39,095,Lucas,Ohio,431279,+41.651951,-083.620346
39,097,Madison,Ohio,43824,+39.923532,-083.378429
39,099,Mahoning,Ohio,228614,+41.048246,-080.697024
39,101,Marion,Ohio,65359,+40.582108,-083.127065
39,103,Medina,Ohio,182470,+41.144170,-081.837739
39,105,Meigs,Ohio,22210,+39.061474,-082.011139
39,107,Mercer,Ohio,42528,+40.515597,-084.606448
39,109,Miami,Ohio,108774,+40.039896,-084.229494
39,111,Monroe,Ohio,13385,+39.743928,-081.066658
39,113,Montgomery,Ohio,537309,+39.744183,-084.206384
39,115,Morgan,Ohio,13802,+39.615975,-081.865949
39,117,Morrow,Ohio,34950,+40.518510,-082.793839
39,119,Muskingum,Ohio,86410,+39.963489,-081.996844
39,121,Noble,Ohio,14115,+39.772940,-081.487122
39,123,Ottawa,Ohio,40364,+41.532537,-083.080376
39,125,Paulding,Ohio,18806,+41.132652,-084.588497
39,127,Perry,Ohio,35408,+39.758487,-082.237977
39,129,Pickaway,Ohio,58539,+39.671077,-082.992679
39,131,Pike,Ohio,27088,+39.084195,-083.036586
39,133,Portage,Ohio,161791,+41.180750,-081.276935
39,135,Preble,Ohio,40999,+39.743238,-084.625367
39,137,Putnam,Ohio,34451,+41.008256,-084.115516
39,139,Richland,Ohio,124936,+40.761551,-082.540390
39,141,Ross,Ohio,77093,+39.341679,-083.023023
39,143,Sandusky,Ohio,58896,+41.340365,-083.100451
39,145,Scioto,Ohio,74008,+38.780894,-082.944686
39,147,Seneca,Ohio,55069,+41.127755,-083.202108
39,149,Shelby,Ohio,48230,+40.319534,-084.194302
39,151,Stark,Ohio,374853,+40.837592,-081.388980
39,153,Summit,Ohio,540428,+41.116150,-081.511871
39,155,Trumbull,Ohio,201977,+41.240483,-080.759943
39,157,Tuscarawas,Ohio,93263,+40.481355,-081.467009
39,159,Union,Ohio,62784,+40.241874,-083.334873
39,161,Van Wert,Ohio,28931,+40.856227,-084.565846
39,163,Vinton,Ohio,12800,+39.241186,-082.504249
39,165,Warren,Ohio,242337,+39.423255,-084.243950
39,167,Washington,Ohio,59771,+39.409803,-081.517688
39,169,Wayne,Ohio,116894,+40.836466,-081.864476
39,171,Williams,Ohio,37102,+41.532546,-084.571750
39,173,Wood,Ohio,132248,+41.453257,-083.602769
39,175,Wyandot,Ohio,21900,+40.865997,-083.299297
40,001,Adair,Oklahoma,19495,+35.887468,-094.635683
40,003,Alfalfa,Oklahoma,5699,+36.658546,-098.317631
40,005,Atoka,Oklahoma,14143,+34.329959,-096.097526
40,007,Beaver,Oklahoma,5049,+36.829383,-100.638158
40,009,Beckham,Oklahoma,22410,+35.361158,-099.511022
40,011,Blaine,Oklahoma,8735,+35.885203,-098.428177
40,013,Bryan,Oklahoma,46067,+33.980731,-096.386125
40,015,Caddo,Oklahoma,26945,+35.175959,-098.339383
40,017,Canadian,Oklahoma,154405,+35.493359,-097.766177
40,019,Carter,Oklahoma,48003,+34.189514,-097.197450
40,021,Cherokee,Oklahoma,47078,+35.902314,-094.995607
40,023,Choctaw,Oklahoma,14204,+34.019064,-095.528308
40,025,Cimarron,Oklahoma,2296,+36.734437,-102.496037
40,027,Cleveland,Oklahoma,295528,+35.269308,-097.450434
40,029,Coal,Oklahoma,5266,+34.548037,-096.278199
40,031,Comanche,Oklahoma,121125,+34.633044,-098.419449
40,033,Cotton,Oklahoma,5527,+34.312570,-098.331491
40,035,Craig,Oklahoma,14107,+36.679216,-095.154588
40,037,Creek,Oklahoma,71754,+35.975400,-096.226043
40,039,Custer,Oklahoma,28513,+35.547694,-098.828737
40,041,Delaware,Oklahoma,40397,+36.468532,-094.793251
40,043,Dewey,Oklahoma,4484,+36.057055,-099.074156
40,045,Ellis,Oklahoma,3749,+36.262513,-099.786963
40,047,Garfield,Oklahoma,62846,+36.398481,-097.885455
40,049,Garvin,Oklahoma,25656,+34.737491,-097.289490
40,051,Grady,Oklahoma,54795,+35.112409,-097.850428
40,053,Grant,Oklahoma,4169,+36.761056,-097.779663
40,055,Greer,Oklahoma,5491,+34.912036,-099.464241
40,057,Harmon,Oklahoma,2488,+34.694548,-099.897391
40,059,Harper,Oklahoma,3272,+36.768589,-099.761804
40,061,Haskell,Oklahoma,11561,+35.239002,-095.124795
40,063,Hughes,Oklahoma,13367,+35.079245,-096.326231
40,065,Jackson,Oklahoma,24785,+34.657239,-099.331416
40,067,Jefferson,Oklahoma,5337,+34.132097,-097.871654
40,069,Johnston,Oklahoma,10272,+34.262325,-096.650068
40,071,Kay,Oklahoma,43700,+36.744254,-097.125201
40,073,Kingfisher,Oklahoma,15184,+35.913869,-097.910960
40,075,Kiowa,Oklahoma,8509,+34.936853,-099.017988
40,077,Latimer,Oklahoma,9444,+34.882020,-095.255214
40,079,Le Flore,Oklahoma,48129,+35.065249,-094.639064
40,081,Lincoln,Oklahoma,33458,+35.656322,-096.882274
40,083,Logan,Oklahoma,49555,+35.822271,-097.442909
40,085,Love,Oklahoma,10146,+33.922696,-097.170128
40,087,McClain,Oklahoma,41662,+35.106328,-097.527577
40,089,McCurtain,Oklahoma,30814,+33.999674,-094.814678
40,091,McIntosh,Oklahoma,18941,+35.385902,-095.581367
40,093,Major,Oklahoma,7782,+36.298864,-098.432369
40,095,Marshall,Oklahoma,15312,+34.018090,-096.749333
40,097,Mayes,Oklahoma,39046,+36.292233,-095.243222
40,099,Murray,Oklahoma,13904,+34.507083,-097.027691
40,101,Muskogee,Oklahoma,66339,+35.711850,-095.366561
40,103,Noble,Oklahoma,10924,+36.324096,-097.233088
40,105,Nowata,Oklahoma,9320,+36.774995,-095.635237
40,107,Okfuskee,Oklahoma,11310,+35.451094,-096.337952
40,109,Oklahoma,Oklahoma,796292,+35.525530,-097.512375
40,111,Okmulgee,Oklahoma,36706,+35.617922,-095.969216
40,113,Osage,Oklahoma,45818,+36.415208,-096.228583
40,115,Ottawa,Oklahoma,30285,+36.857439,-094.834841
40,117,Pawnee,Oklahoma,15553,+36.270375,-096.539216
40,119,Payne,Oklahoma,81646,+36.091300,-097.007049
40,121,Pittsburg,Oklahoma,43773,+34.956346,-095.721263
40,123,Pontotoc,Oklahoma,38065,+34.774213,-096.673190
40,125,Pottawatomie,Oklahoma,72454,+35.321377,-096.952883
40,127,Pushmataha,Oklahoma,10812,+34.327826,-095.482036
40,129,Roger Mills,Oklahoma,3442,+35.628485,-099.659405
40,131,Rogers,Oklahoma,95240,+36.315330,-095.650597
40,133,Seminole,Oklahoma,23556,+35.186227,-096.631163
40,135,Sequoyah,Oklahoma,39281,+35.466206,-094.729702
40,137,Stephens,Oklahoma,42848,+34.518536,-097.946619
40,139,Texas,Oklahoma,21384,+36.712185,-101.448408
40,141,Tillman,Oklahoma,6968,+34.382478,-098.971119
40,143,Tulsa,Oklahoma,669279,+36.102700,-095.911510
40,145,Wagoner,Oklahoma,80981,+36.015963,-095.627565
40,147,Washington,Oklahoma,52455,+36.728457,-095.937432
